,Standard name,Sc∆ essentiality,Sp∆ essentiality,Final usage in training,Unnamed: 0,id,chrom,start,end,Length,Hits,Reads,Hits_600_bp_upstream,Hits_600_bp_downstream,Neighbourhood Hits,Neighbourhood Index,Max Free Region,Freedom Index,target_seq_counts,600_bp_up_target_seq_counts,600_bp_down_target_seq_counts,target_per_bp,600_up_target_per_bp,600_down_target_per_bp,short name,description
625,S000005530,Ess,Ess,Essential,5645,YOR004W,chrXV,333592,334356,765,2,30,9,10,379,0.034,711,0.929,66,67,61,0.0863,0.1117,0.1017,UTP23,U Three-associated Protein
626,S000000559,Ess,Ess,Essential,591,YCL054W,chrIII,31449,33974,2526,0,0,8,3,304,0.0,2526,1.0,253,65,61,0.1002,0.1083,0.1017,SPB1,Suppressor of PaB1 mutant
627,S000002161,Ess,Ess,Essential,1016,YDL003W,chrIV,444683,446383,1701,1,2,14,19,514,0.006,1545,0.9079999999999999,147,77,69,0.0864,0.1283,0.115,MCD1,Mitotic Chromosome Determinant
628,S000002165,Ess,Ess,Essential,1012,YDL007W,chrIV,438047,439360,1314,1,1,4,11,381,0.01,932,0.7090000000000001,126,67,72,0.0959,0.1117,0.12,RPT2,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
629,S000028698,Ess,Ess,Essential,5357,YNL024C-A,chrXIV,586602,586820,219,0,0,17,11,308,0.0,219,1.0,21,66,64,0.0959,0.11,0.1067,KSH1,"KSH (similar to the Hungarian word for ""small"")"
630,S000003241,Ess,Ess,Essential,2336,YGR009C,chrVII,509047,511002,1956,0,0,40,15,371,0.0,1956,1.0,164,53,52,0.0838,0.0883,0.0867,SEC9,SECretory
631,S000002707,Ess,Ess,Essential,1329,YDR299W,chrIV,1059627,1061231,1605,1,3,27,3,246,0.013000000000000001,1587,0.9890000000000001,154,60,69,0.096,0.1,0.115,BFR2,BreFeldin A Resistance
632,S000002709,Ess,Ess,Essential,1331,YDR301W,chrIV,1063352,1067425,4074,0,0,4,7,281,0.0,4074,1.0,416,51,66,0.1021,0.085,0.11,CFT1,Cleavage Factor Two
633,S000001451,Ess,Ess,Essential,3161,YIR012W,chrIX,378486,379781,1296,0,0,2,10,328,0.0,1296,1.0,93,44,53,0.0718,0.0733,0.0883,SQT1,Suppressor of QSR1 Truncations
634,S000005868,Ess,Ess,Essential,6002,YOR341W,chrXV,960987,965981,4995,0,0,9,27,328,0.0,4995,1.0,495,51,72,0.0991,0.085,0.12,RPA190,RNA Polymerase A
635,S000005862,Ess,Ess,Essential,5995,YOR335C,chrXV,946233,949109,2877,0,0,7,21,144,0.0,2877,1.0,269,69,58,0.0935,0.115,0.0967,ALA1,ALAnyl-tRNA synthetase
636,S000005867,Ess,Ess,Essential,6001,YOR340C,chrXV,959202,960182,981,2,7,7,12,323,0.032,743,0.757,85,61,52,0.0866,0.1017,0.0867,RPA43,RNA Polymerase A
637,S000000441,Ess,Ess,Essential,504,YBR237W,chrII,691969,694518,2550,0,0,1,2,293,0.0,2550,1.0,233,51,74,0.0914,0.085,0.1233,PRP5,Pre-mRNA Processing
638,S000000440,Ess,Ess,Essential,503,YBR236C,chrII,690383,691693,1311,0,0,6,1,250,0.0,1311,1.0,139,60,48,0.106,0.1,0.08,ABD1,
639,S000000447,Ess,Ess,Essential,510,YBR243C,chrII,705447,706793,1347,1,17,9,33,337,0.011000000000000001,1337,0.993,113,53,71,0.0839,0.0883,0.1183,ALG7,Asparagine-Linked Glycosylation
640,S000001130,Ess,Ess,Essential,2807,YHR088W,chrVIII,281495,282382,888,0,0,20,7,271,0.0,888,1.0,87,60,45,0.098,0.1,0.075,RPF1,Ribosome Production Factor
641,S000003427,Ess,Ess,Essential,2531,YGR195W,chrVII,888882,889622,741,0,0,11,6,351,0.0,741,1.0,66,70,59,0.0891,0.1167,0.0983,SKI6,SuperKIller
642,S000001405,Ess,Ess,Essential,2991,YIL143C,chrIX,80510,83041,2532,1,7,9,0,141,0.013999999999999999,2451,0.968,237,76,56,0.0936,0.1267,0.0933,SSL2,Suppressor of Stem-Loop mutation
643,S000004652,Ess,Ess,Essential,4722,YMR049C,chrXIII,368094,370517,2424,1,4,8,11,218,0.009000000000000001,2417,0.997,216,63,62,0.0891,0.105,0.1033,ERB1,Eukaryotic Ribosome Biogenesis
644,S000004650,Ess,Ess,Essential,4720,YMR047C,chrXIII,363364,366705,3342,15,161,40,4,253,0.08900000000000001,1044,0.312,264,58,63,0.079,0.0967,0.105,NUP116,NUclear Pore
645,S000001371,Ess,Ess,Essential,3028,YIL109C,chrIX,157385,160165,2781,0,0,5,17,246,0.0,2781,1.0,244,54,46,0.0877,0.09,0.0767,SEC24,SECretory
646,S000001377,Ess,Ess,Essential,3022,YIL115C,chrIX,144327,148709,4383,1,19,8,13,413,0.003,4227,0.9640000000000001,411,78,54,0.0938,0.13,0.09,NUP159,NUclear Pore
647,S000005702,Ess,Ess,Essential,5828,YOR176W,chrXV,662401,663582,1182,1,1,19,19,333,0.013000000000000001,814,0.6890000000000001,115,59,68,0.0973,0.0983,0.1133,HEM15,HEMe biosynthesis
648,S000002710,Ess,Ess,Essential,1332,YDR302W,chrIV,1067731,1068390,660,2,2,7,5,177,0.086,633,0.9590000000000001,65,59,75,0.0985,0.0983,0.125,GPI11,GlycosylPhosphatidylInositol anchor biosynthesis
649,S000002719,Ess,Ess,Essential,1341,YDR311W,chrIV,1085065,1086993,1929,2,11,8,34,330,0.016,1663,0.862,201,53,58,0.1042,0.0883,0.0967,TFB1,Transcription Factor B
650,S000005897,Ess,Ess,Essential,6031,YOR370C,chrXV,1029183,1030994,1812,2,9,15,3,319,0.017,1419,0.7829999999999999,179,70,49,0.0988,0.1167,0.0817,MRS6,Mitochondrial RNA Splicing
651,S000006385,Ess,Ess,Essential,6547,YPR181C,chrXVI,897361,899667,2307,0,0,8,1,137,0.0,2307,1.0,188,56,29,0.0815,0.0933,0.0483,SEC23,SECretory
652,S000006382,Ess,Ess,Essential,6544,YPR178W,chrXVI,892332,893729,1398,0,0,0,2,154,0.0,1398,1.0,128,68,68,0.0916,0.1133,0.1133,PRP4,Pre-mRNA Processing
653,S000005813,Ess,Ess,Essential,5941,YOR287C,chrXV,850937,851839,903,0,0,10,4,321,0.0,903,1.0,83,50,65,0.0919,0.0833,0.1083,RRP36,Ribosomal RNA Processing
654,S000000438,Ess,Ess,Essential,501,YBR234C,chrII,685438,686592,1155,0,0,9,10,241,0.0,1155,1.0,105,55,54,0.0909,0.0917,0.09,ARC40,ARp2/3 Complex subunit
655,S000003330,Ess,Ess,Essential,2428,YGR098C,chrVII,682566,687458,4893,1,1,14,0,270,0.004,4154,0.8490000000000001,514,74,56,0.105,0.1233,0.0933,ESP1,Extra Spindle Pole bodies
656,S000002188,Ess,Ess,Essential,986,YDL030W,chrIV,397537,399129,1593,0,0,4,9,210,0.0,1593,1.0,148,55,57,0.0929,0.0917,0.095,PRP9,Pre-mRNA Processing
657,S000005964,Ess,Ess,Essential,6310,YPL043W,chrXVI,469939,471996,2058,0,0,13,17,325,0.0,2058,1.0,170,59,71,0.0826,0.0983,0.1183,NOP4,NucleOlar Protein
658,S000004090,Ess,Ess,Essential,4117,YLR100W,chrXII,341810,342853,1044,1,10,28,21,238,0.02,1026,0.983,84,38,65,0.0805,0.0633,0.1083,ERG27,ERGosterol biosynthesis
659,S000001368,Ess,Ess,Essential,3031,YIL106W,chrIX,166415,167444,1030,4,14,17,11,222,0.087,763,0.741,99,70,70,0.0961,0.1167,0.1167,MOB1,Mps One Binder
660,S000002493,Ess,Ess,Essential,1109,YDR086C,chrIV,616928,617170,243,0,0,44,11,280,0.0,243,1.0,19,51,50,0.0782,0.085,0.0833,SSS1,Sec Sixty-one Suppressor
661,S000001366,Ess,Ess,Essential,3034,YIL104C,chrIX,169982,171505,1524,1,1,15,6,326,0.01,1054,0.6920000000000001,140,41,62,0.0919,0.0683,0.1033,SHQ1,Small nucleolar RNAs of the box H/ACA family Quantitative accumulation
662,S000003992,Ess,Ess,Essential,4018,YLR002C,chrXII,154343,156334,1992,0,0,29,6,360,0.0,1992,1.0,195,61,56,0.0979,0.1017,0.0933,NOC3,NucleOlar Complex associated
663,S000005261,Ess,Ess,Essential,5053,YNL317W,chrXIV,40619,42016,1398,4,13,2,3,202,0.071,839,0.6,115,73,55,0.0823,0.1217,0.0917,PFS2,Polyadenylation Factor Subunit
664,S000003140,Ess,Ess,Essential,2150,YGL172W,chrVII,180700,182118,1419,1,2,6,3,151,0.023,1211,0.853,100,59,55,0.0705,0.0983,0.0917,NUP49,NUclear Pore
665,S000005116,Ess,Ess,Essential,5199,YNL172W,chrXIV,310636,315882,5247,5,74,14,6,439,0.011000000000000001,4920,0.938,507,55,57,0.0966,0.0917,0.095,APC1,Anaphase Promoting Complex subunit
666,S000002451,Ess,Ess,Essential,1066,YDR044W,chrIV,546642,547628,987,1,5,20,3,572,0.009000000000000001,785,0.795,73,50,76,0.07400000000000001,0.0833,0.1267,HEM13,HEMe biosynthesis
667,S000006394,Ess,Ess,Essential,6556,YPR190C,chrXVI,917077,919041,1965,0,0,4,2,386,0.0,1965,1.0,189,62,66,0.0962,0.1033,0.11,RPC82,RNA Polymerase C
668,S000005846,Ess,Ess,Essential,5978,YOR319W,chrXV,912822,913463,642,1,21,22,5,490,0.016,623,0.97,78,61,69,0.1215,0.1017,0.115,HSH49,Human Sap Homolog
669,S000004078,Ess,Ess,Essential,4104,YLR088W,chrXII,316107,317951,1845,0,0,6,2,234,0.0,1845,1.0,187,60,63,0.1014,0.1,0.105,GAA1,GPI Anchor Attachment
670,S000004926,Ess,Ess,Essential,5008,YMR309C,chrXIII,892988,895426,2439,1,91,8,8,310,0.006999999999999999,2418,0.991,252,74,63,0.1033,0.1233,0.105,NIP1,Nuclear ImPort
671,S000000397,Ess,Ess,Essential,452,YBR193C,chrII,609082,609753,672,0,0,4,1,308,0.0,672,1.0,55,68,60,0.0818,0.1133,0.1,MED8,MEDiator complex
672,S000000396,Ess,Ess,Essential,451,YBR192W,chrII,607652,608785,1134,0,0,13,4,306,0.0,1134,1.0,111,62,66,0.0979,0.1033,0.11,RIM2,Replication In Mitochondria
673,S000004076,Ess,Ess,Essential,4102,YLR086W,chrXII,302243,306499,4257,1,1,5,4,244,0.005,4011,0.9420000000000001,365,53,61,0.0857,0.0883,0.1017,SMC4,Structural Maintenance of Chromosomes
674,S000001770,Ess,Ess,Essential,3899,YKR062W,chrXI,559666,560652,987,0,0,10,5,331,0.0,987,1.0,90,57,57,0.0912,0.095,0.095,TFA2,"Transcription Factor a, subunit 2"
675,S000001771,Ess,Ess,Essential,3900,YKR063C,chrXI,560789,562297,1509,1,5,5,4,376,0.009000000000000001,1509,1.0,141,61,55,0.0934,0.1017,0.0917,LAS1,Lethal in the Absence of SSD1-v
676,S000003586,Ess,Ess,Essential,3385,YJL050W,chrX,342522,345743,3222,1,2,14,16,361,0.004,2118,0.657,308,55,66,0.0956,0.0917,0.11,MTR4,Mrna TRansport
677,S000005888,Ess,Ess,Essential,6022,YOR361C,chrXV,1015361,1017652,2292,3,20,2,13,277,0.024,2207,0.963,201,59,56,0.0877,0.0983,0.0933,PRT1,PRoTein synthesis
678,S000000172,Ess,Ess,Essential,158,YBL076C,chrII,81043,84261,3219,2,65,13,5,261,0.012,1903,0.591,308,59,44,0.0957,0.0983,0.0733,ILS1,IsoLeucine-tRNA Synthetase
679,S000002939,Ess,Ess,Essential,1577,YDR531W,chrIV,1498232,1499335,1104,4,45,13,5,536,0.034,995,0.9009999999999999,106,51,63,0.096,0.085,0.105,CAB1,Coenzyme A Biosynthesis
680,S000004416,Ess,Ess,Essential,4475,YLR424W,chrXII,973395,975521,2127,2,22,3,12,132,0.036000000000000004,1989,0.935,197,68,64,0.0926,0.1133,0.1067,SPP382,Suppressor of PrP38 #2
681,S000000653,Ess,Ess,Essential,705,YCR057C,chrIII,220457,223228,2772,1,7,7,19,392,0.005,2595,0.9359999999999999,239,66,49,0.0862,0.11,0.0817,PWP2,Periodic tryptophan (W) Protein
682,S000000650,Ess,Ess,Essential,704,YCR054C,chrIII,218376,220067,1692,2,7,0,8,381,0.016,1550,0.9159999999999999,183,65,61,0.1082,0.1083,0.1017,CTR86,Copper TRansport protein
683,S000004093,Ess,Ess,Essential,4120,YLR103C,chrXII,343989,345941,1953,0,0,8,8,220,0.0,1953,1.0,193,53,59,0.0988,0.0883,0.0983,CDC45,Cell Division Cycle
684,S000004096,Ess,Ess,Essential,4123,YLR106C,chrXII,349006,363738,14733,4,26,29,10,486,0.003,12513,0.8490000000000001,1434,60,64,0.0973,0.1,0.1067,MDN1,MiDasiN
685,S000003998,Ess,Ess,Essential,4024,YLR008C,chrXII,165577,166083,507,0,0,3,0,174,0.0,507,1.0,55,51,54,0.1085,0.085,0.09,PAM18,Presequence translocase-Associated Motor
686,S000003999,Ess,Ess,Essential,4025,YLR009W,chrXII,166537,167136,600,0,0,0,2,176,0.0,600,1.0,51,57,65,0.085,0.095,0.1083,RLP24,Ribosomal-Like Protein
687,S000001412,Ess,Ess,Essential,2984,YIL150C,chrIX,61013,62728,1716,1,2,14,17,198,0.015,1711,0.997,150,45,60,0.0874,0.075,0.1,MCM10,MiniChromosome Maintenance
688,S000002269,Ess,Ess,Essential,903,YDL111C,chrIV,263313,264110,798,1,47,13,16,186,0.034,764,0.9570000000000001,70,62,56,0.0877,0.1033,0.0933,RRP42,Ribosomal RNA Processing
689,S000004816,Ess,Ess,Essential,4892,YMR203W,chrXIII,668492,669655,1164,1,38,1,4,327,0.013000000000000001,1124,0.966,108,58,60,0.0928,0.0967,0.1,TOM40,Translocase of the Outer Mitochondrial membrane
690,S000004890,Ess,Ess,Essential,4971,YMR277W,chrXIII,820256,822454,2199,1,1,10,5,187,0.012,2194,0.998,188,51,57,0.0855,0.085,0.095,FCP1,tfiiF-associating component of Ctd Phosphatase
691,S000004894,Ess,Ess,Essential,4975,YMR281W,chrXIII,832339,833253,915,0,0,9,2,204,0.0,915,1.0,89,56,71,0.0973,0.0933,0.1183,GPI12,GlycosylPhosphatidylInositol anchor biosynthesis
692,S000002159,NE,NE,Non essential,1018,YDL001W,chrIV,447984,449276,1293,49,1205,29,40,496,0.382,174,0.135,125,50,83,0.0967,0.0833,0.1383,RMD1,Required for Meiotic nuclear Division
693,S000002156,NE,NE,Non essential,331,YBR084C-A,chrII,414186,415261,1076,16,136,30,26,567,0.131,222,0.20600000000000002,99,58,47,0.092,0.0967,0.0783,RPL19A,Ribosomal Protein of the Large subunit
694,S000001603,NE,NE,Non essential,3706,YKL120W,chrXI,217344,218318,975,17,322,36,7,289,0.302,168,0.172,92,50,64,0.0944,0.0833,0.1067,OAC1,OxaloAcetate Carrier
695,S000001600,NE,NE,Non essential,3709,YKL117W,chrXI,220324,220974,651,3,15,24,5,394,0.057999999999999996,408,0.627,54,66,59,0.0829,0.11,0.0983,SBA1,increased Sensitivity to Benzoquinone Ansamycins
696,S000001607,NE,NE,Non essential,3702,YKL124W,chrXI,210593,212332,1740,21,330,41,6,370,0.163,450,0.259,170,70,62,0.0977,0.1167,0.1033,SSH4,Suppressor of SHr3 deletion
697,S000001609,NE,NE,Non essential,3700,YKL126W,chrXI,205707,207749,2043,2,11,13,12,368,0.013000000000000001,1711,0.8370000000000001,187,68,60,0.0915,0.1133,0.1,YPK1,Yeast Protein Kinase
698,S000001350,NE,NE,Non essential,3052,YIL088C,chrIX,197931,199403,1473,8,84,22,10,167,0.163,520,0.353,129,55,44,0.0876,0.0917,0.0733,AVT7,Amino acid Vacuolar Transport
699,S000001352,NE,NE,Non essential,3050,YIL090W,chrIX,193595,195070,1476,0,0,3,5,205,0.0,1476,1.0,155,35,65,0.105,0.0583,0.1083,ICE2,Inheritance of Cortical ER
700,S000005273,NE,NE,Non essential,5041,YNL329C,chrXIV,19541,22633,3093,31,342,5,36,255,0.19699999999999998,586,0.18899999999999997,287,63,45,0.0928,0.105,0.075,PEX6,PEroXin
701,S000005270,NE,NE,Non essential,5044,YNL326C,chrXIV,27337,28347,1011,10,297,11,12,318,0.156,204,0.20199999999999999,106,58,71,0.1048,0.0967,0.1183,PFA3,Protein Fatty Acyltransferase
702,S000001282,NE,NE,Non essential,3127,YIL020C,chrIX,314035,314820,786,13,218,5,5,290,0.285,228,0.29,84,55,65,0.1069,0.0917,0.1083,HIS6,HIStidine requiring
703,S000003607,NE,NE,Non essential,3362,YJL071W,chrX,306132,307856,1725,4,104,6,8,160,0.07200000000000001,1309,0.759,182,56,61,0.1055,0.0933,0.1017,ARG2,ARGinine requiring
704,S000002487,NE,NE,Non essential,1103,YDR080W,chrIV,604008,606986,2979,0,0,4,8,428,0.0,2979,1.0,340,65,60,0.1141,0.1083,0.1,VPS41,Vacuolar Protein Sorting
705,S000001358,NE,NE,Non essential,3044,YIL096C,chrIX,182117,183127,1011,6,54,3,13,300,0.099,312,0.309,114,69,65,0.1128,0.115,0.1083,BMT5,Base Methyltransferase of Twenty five S rRNA 5
706,S000001359,NE,NE,Non essential,3043,YIL097W,chrIX,180427,181977,1551,8,184,11,4,307,0.084,697,0.449,175,53,69,0.1128,0.0883,0.115,FYV10,Function required for Yeast Viability
707,S000002482,NE,NE,Non essential,1097,YDR075W,chrIV,597156,598082,927,0,0,14,19,617,0.0,927,1.0,88,68,67,0.0949,0.1133,0.1117,PPH3,Protein PHosphatase
708,S000003289,NE,NE,Non essential,2386,YGR057C,chrVII,604773,605501,729,1,4,8,27,459,0.015,485,0.665,69,55,60,0.0947,0.0917,0.1,LST7,Lethal with Sec Thirteen
709,S000003286,NE,NE,Non essential,2383,YGR054W,chrVII,596693,598621,1929,24,504,15,66,479,0.13,280,0.145,175,60,43,0.0907,0.1,0.0717,,
710,S000003287,NE,NE,Non essential,2384,YGR055W,chrVII,599417,601141,1725,31,367,88,22,594,0.151,195,0.113,160,41,66,0.0928,0.0683,0.11,MUP1,Methionine UPtake
711,S000005857,NE,NE,Non essential,5990,YOR330C,chrXV,939621,943385,3765,7,51,4,6,178,0.052000000000000005,1736,0.461,339,54,49,0.09,0.09,0.0817,MIP1,MItochondrial DNA Polymerase
712,S000000411,NE,NE,Non essential,470,YBR207W,chrII,635146,636543,1398,9,125,18,7,275,0.11699999999999999,294,0.21,127,52,68,0.0908,0.0867,0.1133,FTH1,FTR1 Homolog
713,S000000416,NE,NE,Non essential,475,YBR212W,chrII,647886,649904,2019,4,47,13,29,250,0.04,1427,0.7070000000000001,168,61,65,0.0832,0.1017,0.1083,NGR1,Negative Growth Regulatory protein
714,S000000417,NE,NE,Non essential,476,YBR213W,chrII,650368,651192,825,8,237,29,8,238,0.204,237,0.287,57,67,37,0.0691,0.1117,0.0617,MET8,METhionine requiring
715,S000000418,NE,NE,Non essential,477,YBR214W,chrII,651415,652998,1584,14,147,8,13,273,0.162,511,0.32299999999999995,114,43,67,0.07200000000000001,0.0717,0.1117,SDS24,homolog of S. pombe SDS23
716,S000000419,NE,NE,Non essential,478,YBR215W,chrII,653356,655317,1962,8,28,17,7,287,0.071,778,0.397,183,54,64,0.0933,0.09,0.1067,HPC2,Histone Periodic Control
717,S000001155,NE,NE,Non essential,2832,YHR113W,chrVIII,336337,337809,1473,26,169,23,16,239,0.369,185,0.126,123,51,63,0.0835,0.085,0.105,APE4,
718,S000006104,NE,NE,Non essential,6166,YPL183C,chrXVI,199495,202536,3042,21,230,8,23,362,0.095,598,0.19699999999999998,302,62,56,0.0993,0.1033,0.0933,RTT10,Regulator of Ty1 Transposition
719,S000006105,NE,NE,Non essential,6164,YPL184C,chrXVI,195950,197788,1839,11,92,43,7,323,0.09300000000000001,565,0.307,181,69,59,0.0984,0.115,0.0983,MRN1,Multicopy supressor of rsc nhp6
720,S000006100,NE,NE,Non essential,6170,YPL179W,chrXVI,208157,209806,1650,19,315,40,11,443,0.13,338,0.205,170,57,56,0.10300000000000001,0.095,0.0933,PPQ1,Protein Phosphatase Q
721,S000006102,NE,NE,Non essential,6168,YPL181W,chrXVI,203421,204941,1521,14,117,14,27,420,0.11,397,0.261,116,62,59,0.0763,0.1033,0.0983,CTI6,Cyc8-Tup1 Interacting protein
722,S000006017,NE,NE,Non essential,6257,YPL096W,chrXVI,366927,368018,1092,4,21,2,5,311,0.059000000000000004,589,0.539,116,55,64,0.1062,0.0917,0.1067,PNG1,Peptide N-Glycanase
723,S000000266,NE,NE,Non essential,307,YBR062C,chrII,365976,366600,625,9,80,6,8,469,0.154,222,0.355,59,60,60,0.0944,0.1,0.1,,
724,S000000913,NE,NE,Non essential,1822,YER111C,chrV,382595,385876,3282,11,103,15,13,283,0.059000000000000004,1355,0.413,353,65,51,0.1076,0.1083,0.085,SWI4,SWItching deficient
725,S000000912,NE,NE,Non essential,1821,YER110C,chrV,378762,382103,3342,12,34,28,15,247,0.073,1562,0.467,303,52,64,0.0907,0.0867,0.1067,KAP123,KAryoPherin
726,S000000263,NE,NE,Non essential,304,YBR059C,chrII,356861,360187,3327,27,332,9,23,293,0.138,551,0.166,285,54,70,0.0857,0.09,0.1167,AKL1,Ark family Kinase-Like protein
727,S000004678,NE,NE,Non essential,4746,YMR074C,chrXIII,413036,413473,438,11,360,7,29,364,0.345,111,0.253,39,61,53,0.08900000000000001,0.1017,0.0883,SDD2,Suppressor of Degenerative Death
728,S000002555,NE,NE,Non essential,1172,YDR148C,chrIV,753675,755066,1392,13,105,17,33,259,0.18,439,0.315,123,82,52,0.0884,0.1367,0.0867,KGD2,alpha-KetoGlutarate Dehydrogenase
729,S000006336,NE,NE,Non essential,6490,YPR132W,chrXVI,794965,795767,803,1,3,18,13,332,0.019,774,0.9640000000000001,74,71,64,0.0922,0.1183,0.1067,RPS23B,Ribosomal Protein of the Small subunit
730,S000000981,NE,NE,Non essential,1900,YER179W,chrV,548421,549517,1097,27,638,13,12,484,0.254,289,0.263,100,45,65,0.0912,0.075,0.1083,DMC1,Disrupted Meiotic cDNA
731,S000000984,NE,NE,Non essential,1904,YER182W,chrV,552525,553259,735,10,69,6,6,485,0.14,250,0.34,60,64,61,0.0816,0.1067,0.1017,FMP10,Found in Mitochondrial Proteome
732,S000000985,NE,NE,Non essential,1905,YER183C,chrV,553334,553969,636,7,41,7,10,482,0.114,212,0.33299999999999996,58,57,63,0.0912,0.095,0.105,FAU1,Folinic Acid Utilization
733,S000004673,NE,NE,Non essential,4741,YMR069W,chrXIII,407709,408566,858,97,3239,21,49,394,1.435,87,0.10099999999999999,46,43,40,0.0536,0.0717,0.0667,NAT4,N-AcetylTransferase
734,S000004674,NE,NE,Non essential,4742,YMR070W,chrXIII,409154,410626,1473,19,180,51,17,396,0.163,243,0.165,135,39,73,0.0916,0.065,0.1217,MOT3,Modifier of Transcription
735,S000004675,NE,NE,Non essential,4743,YMR071C,chrXIII,410762,411265,504,13,196,13,15,371,0.348,183,0.363,50,74,49,0.0992,0.1233,0.0817,TVP18,Tlg2-Vesicle Protein
736,S000004677,NE,NE,Non essential,4745,YMR073C,chrXIII,412268,412873,606,3,70,4,16,362,0.068,377,0.622,67,58,55,0.1106,0.0967,0.0917,IRC21,Increased Recombination Centers
737,S000000017,NE,NE,Non essential,64,YAL019W,chrI,114919,118314,3396,14,125,20,8,208,0.099,718,0.21100000000000002,310,38,65,0.0913,0.0633,0.1083,FUN30,Function Unknown Now
738,S000000187,NE,NE,Non essential,143,YBL091C,chrII,47363,48628,1266,8,158,16,2,135,0.23399999999999999,355,0.28,102,55,54,0.0806,0.0917,0.09,MAP2,Methionine AminoPeptidase
739,S000000184,NE,NE,Non essential,146,YBL088C,chrII,51019,59382,8364,39,414,7,13,238,0.098,1260,0.151,857,63,57,0.1025,0.105,0.095,TEL1,TELomere maintenance
740,S000000189,NE,NE,Non essential,140,YBL093C,chrII,44256,44918,663,2,6,7,2,155,0.09699999999999999,518,0.7809999999999999,46,49,42,0.0694,0.0817,0.07,ROX3,Regulation by OXygen
741,S000002908,NE,NE,Non essential,1541,YDR500C,chrIV,1450198,1450853,656,8,58,4,24,407,0.15,183,0.27899999999999997,64,56,69,0.0976,0.0933,0.115,RPL37B,Ribosomal Protein of the Large subunit
742,S000002900,NE,NE,Non essential,1533,YDR492W,chrIV,1434924,1435874,951,10,105,62,9,340,0.155,370,0.389,76,58,50,0.0799,0.0967,0.0833,IZH1,Implicated in Zinc Homeostasis
743,S000002738,NE,NE,Non essential,1363,YDR330W,chrIV,1127872,1129374,1503,15,250,22,14,200,0.25,186,0.124,125,53,62,0.0832,0.0883,0.1033,UBX5,UBiquitin regulatory X
744,S000002734,NE,NE,Non essential,1359,YDR326C,chrIV,1120609,1124925,4317,23,141,15,26,205,0.13,680,0.158,426,54,58,0.0987,0.09,0.0967,YSP2,Yeast Suicide Protein
745,S000003609,NE,NE,Non essential,3360,YJL073W,chrX,303181,305118,1938,10,152,4,1,243,0.106,553,0.285,186,53,62,0.096,0.0883,0.1033,JEM1,DnaJ-like protein of the ER Membrane
746,S000004087,NE,NE,Non essential,4113,YLR097C,chrXII,336231,337265,1035,12,148,4,17,309,0.188,219,0.212,105,64,69,0.1014,0.1067,0.115,HRT3,High level expression Reduces Ty3 transposition
747,S000006255,NE,NE,Non essential,6408,YPR051W,chrXVI,664960,665490,531,18,219,25,18,193,0.878,132,0.249,41,67,54,0.0772,0.1117,0.09,MAK3,MAintenance of Killer
748,S000002894,NE,NE,Non essential,1527,YDR486C,chrIV,1427431,1428120,690,3,10,3,3,312,0.07,420,0.609,72,59,54,0.1043,0.0983,0.09,VPS60,Vacuolar Protein Sorting
749,S000004889,NE,NE,Non essential,4970,YMR276W,chrXIII,818827,819948,1122,12,128,7,8,199,0.26899999999999996,217,0.193,70,38,50,0.0624,0.0633,0.0833,DSK2,
750,S000004886,NE,NE,Non essential,4967,YMR273C,chrXIII,811233,813980,2748,14,127,17,11,225,0.113,594,0.21600000000000003,225,49,53,0.0819,0.0817,0.0883,ZDS1,Zillion Different Screens
751,S000004885,NE,NE,Non essential,4964,YMR272C,chrXIII,809623,810777,1155,14,292,27,16,227,0.267,275,0.23800000000000002,96,64,45,0.0831,0.1067,0.075,SCS7,Suppressor of Ca2+ Sensitivity
752,S000004882,NE,NE,Non essential,4961,YMR269W,chrXIII,804456,805091,636,0,0,0,0,255,0.0,636,1.0,57,63,71,0.0896,0.105,0.1183,TMA23,Translation Machinery Associated
753,S000005295,NE,NE,Non essential,5395,YNR012W,chrXIV,647432,648937,1506,4,19,16,6,312,0.043,797,0.529,147,59,52,0.0976,0.0983,0.0867,URK1,URidine Kinase
754,S000004409,NE,NE,Non essential,4468,YLR417W,chrXII,955010,956710,1701,0,0,20,1,348,0.0,1701,1.0,161,49,56,0.0947,0.0817,0.0933,VPS36,Vacuolar Protein Sorting
755,S000004402,NE,NE,Non essential,4460,YLR410W,chrXII,937541,940981,3441,16,106,5,17,364,0.064,576,0.16699999999999998,330,70,68,0.0959,0.1167,0.1133,VIP1,
756,S000004406,NE,NE,Non essential,4465,YLR414C,chrXII,953353,954144,792,23,320,6,26,302,0.48100000000000004,93,0.11699999999999999,54,64,41,0.0682,0.1067,0.0683,PUN1,Plasma membrane protein Upregulated during Nitrogen stress
757,S000003857,NE,NE,Non essential,3527,YJR096W,chrX,611195,612043,849,14,300,26,13,428,0.193,289,0.34,87,55,67,0.1025,0.0917,0.1117,,
758,S000001618,NE,NE,Non essential,3691,YKL135C,chrXI,186460,188640,2181,11,86,9,8,281,0.09,494,0.22699999999999998,205,66,64,0.094,0.11,0.1067,APL2,clathrin Adaptor Protein complex Large chain
759,S000003121,NE,NE,Non essential,2169,YGL153W,chrVII,216273,217298,1026,8,121,5,27,187,0.20800000000000002,319,0.311,89,63,55,0.0867,0.105,0.0917,PEX14,PEroXisome related
