,Unnamed: 0_x,Standard name,Common name,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description,Unnamed: 0_y,id,chrom,start,end,target_seq_counts,500bp_up_target_seq_counts,500bp_down_target_seq_counts,length,target_per_bp,up_target_per_bp,down_target_per_bp,hits_per_targets,freq_hit_targets,short name,description
152,195,S000002907,LCD1,1,5,2244,0.00938152081169,2,2208,0.983957219251,0.983957217945,0,ORF,"Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p; putative homolog of S. pombe Rad26 and human ATRIP; forms nuclear foci upon DNA replication stress
",1540,YDR499W,chrIV,1447830,1450073,231,44,52,2244,0.102941176470588,0.088,0.104,0.004329004329004,4.06126442064502E-05,LCD1,"Lethal, Checkpoint-defective, DNA damage sensitive"
153,196,S000002737,PEX3,10,168,1326,0.175258795168,11,572,0.43137254902,0.43136699393,0.202753054531,ORF,"Peroxisomal membrane protein (PMP); required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p
",1362,YDR329C,chrIV,1126270,1127595,108,43,42,1326,0.081447963800905,0.086,0.084,0.092592592592593,0.001622766621926,PEX3,PEroXin
154,198,S000002736,SKP1,2,10,585,0.0794506538096,0,567,0.969230769231,0.949035543005,0,ORF,"Evolutionarily conserved kinetochore protein; part of multiple protein complexes, including the SCF ubiquitin ligase complex, the CBF3 complex that binds centromeric DNA, and the RAVE complex that regulates assembly of the V-ATPase; protein abundance increases in response to DNA replication stress
",1361,YDR328C,chrIV,1125434,1126018,38,51,40,585,0.064957264957265,0.102,0.08,0.052631578947369,0.0020908066792,SKP1,Suppressor of Kinetochore Protein mutant
155,200,S000003151,MND1,4,79,743,0.123942550505,0,277,0.419696969697,0.41552022861,0,ORF,"Protein required for recombination and meiotic nuclear division; forms a complex with Hop2p, which is involved in chromosome pairing and repair of meiotic double-strand breaks
",2139,YGL183C,chrVII,156543,157285,69,56,42,743,0.092866756393001,0.112,0.084,0.057971014492754,0.001796268847899,MND1,Meiotic Nuclear Divisions
156,202,S000002734,YSP2,23,140,4317,0.148416559118,2,699,0.16191799861,0.16191799861,0.108576375529,ORF,"Sterol-binding protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; contains two StART-like domains that bind sterols and a GRAM domain; co-localizes to puncta in the cortical ER with Sip3p; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes
",1359,YDR326C,chrIV,1120609,1124925,426,46,52,4317,0.098679638637943,0.092,0.104,0.053990610328639,0.000348395678681,YSP2,Yeast Suicide Protein
157,203,S000005105,CBK1,1,19,2271,0.0089656637447,0,2264,0.99691765742,0.996917656409,0,ORF,"Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis, polarized growth, and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress
",5211,YNL161W,chrXIV,332597,334867,200,49,53,2271,0.088066930867459,0.098,0.106,0.005,4.48283187235E-05,CBK1,Cell wall Biosynthesis Kinase
158,204,S000005104,YGP1,16,145,1065,0.303512212516,1,245,0.230046948357,0.230006668014,0.300613688422,ORF,"Cell wall-related secretory glycoprotein; induced by nutrient deprivation-associated growth arrest and upon entry into stationary phase; may be involved in adaptation prior to stationary phase entry; YGP1 has a paralog, SPS100, that arose from the whole genome duplication
",5212,YNL160W,chrXIV,336545,337609,77,48,57,1065,0.072300469483568,0.096,0.114,0.207792207792208,0.003941717045662,YGP1,Yeast GlycoProtein
159,207,S000002731,PEP7,8,90,1548,0.186728000681,0,1387,0.895994832041,0.895993578856,0,ORF,"Adaptor protein involved in vesicle-mediated vacuolar protein sorting; multivalent adaptor protein; facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion, which are essential for targeting of vesicles to the endosome; required for vacuole inheritance
",1356,YDR323C,chrIV,1112480,1114027,150,44,54,1548,0.096899224806202,0.088,0.108,0.053333333333333,0.001244853337873,PEP7,carboxyPEPtidase Y-deficient
160,208,S000003983,GTT2,3,112,702,0.182218697683,3,412,0.586894586895,0.583043858161,0,ORF,"Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p, Grx1p, and Grx2p; protein abundance increases in response to DNA replication stress
",3956,YLL060C,chrXII,21138,21839,44,53,43,702,0.062678062678063,0.106,0.086,0.068181818181818,0.00414133403825,GTT2,GlutaThione Transferase
161,210,S000003981,,25,180,1728,0.648319270211,0,251,0.14525462963,0.145254596047,0.244321402977,ORF,"Putative protein of unknown function with similarity to Str2p; Str2p is a cystathionine gamma-synthase important in sulfur metabolism; YLL058W is not an essential gene
",3958,YLL058W,chrXII,23569,25296,168,46,68,1728,0.097222222222222,0.092,0.136,0.148809523809524,0.003859043275065,,
162,211,S000003980,JLP1,16,122,1239,0.580400340678,1,377,0.304277643261,0.30426829056,0.228927314021,ORF,"Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase; involved in sulfonate catabolism for use as a sulfur source; contains sequence that resembles a J domain (typified by the E. coli DnaJ protein); induced by sulphur starvation
",3959,YLL057C,chrXII,25756,26994,120,66,41,1239,0.096852300242131,0.132,0.082,0.133333333333333,0.00483666950565,JLP1,dnaJ-Like Protein
163,213,S000003986,AYT1,16,185,1425,0.531754385965,3,302,0.211929824561,0.211928810457,0.215345723849,ORF,"Acetyltransferase; catalyzes trichothecene 3-O-acetylation, suggesting a possible role in trichothecene biosynthesis
",3953,YLL063C,chrXII,14648,16072,113,64,54,1425,0.079298245614035,0.128,0.108,0.141592920353982,0.004705791026239,AYT1,AcetYlTransferase
164,214,S000003985,MHT1,9,57,975,0.456778846154,1,543,0.556923076923,0.556683289749,0.253642995627,ORF,"S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio
",3954,YLL062C,chrXII,16639,17613,96,52,49,975,0.098461538461539,0.104,0.098,0.09375,0.004758112980771,MHT1,S-Methylmethionine-Homocysteine methylTransferase
165,215,S000003984,MMP1,17,130,1752,0.446809088932,9,594,0.33904109589,0.339041034231,0.232977419368,ORF,"High-affinity S-methylmethionine permease; required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p
",3955,YLL061W,chrXII,17956,19707,142,48,52,1752,0.081050228310502,0.096,0.104,0.119718309859155,0.003146542879803,MMP1,S-MethylMethionine Permease
166,216,S000004087,HRT3,12,145,1035,0.293024154589,2,225,0.217391304348,0.217339925946,0.162535137591,ORF,"Putative SCF-ubiquitin ligase F-box protein; based on both genetic and physical interactions and sequence similarity; identified in association with Cdc53p, Skp1p and Ubi4 in large and small-scale studies
",4113,YLR097C,chrXII,336231,337265,105,57,58,1035,0.101449275362319,0.114,0.116,0.114285714285714,0.002790706234181,HRT3,High level expression Reduces Ty3 transposition
167,217,S000004086,KIN2,15,167,3444,0.0983155418451,0,776,0.225319396051,0.225319396051,0.123272492522,ORF,"Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; KIN2 has a paralog, KIN1, that arose from the whole genome duplication
",4112,YLR096W,chrXII,332590,336033,304,45,52,3444,0.088269454123113,0.09,0.104,0.049342105263158,0.000323406387648,KIN2,KINase
168,218,S000004085,IOC2,16,241,2439,0.127611842156,5,501,0.205412054121,0.205412054082,0.207217715064,ORF,"Subunit of the Isw1b complex; exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing; contains a PHD finger motif; other complex members are Isw1p and Ioc4p
",4111,YLR095C,chrXII,329677,332115,180,46,45,2439,0.07380073800738,0.092,0.09,0.088888888888889,0.000708954678644,IOC2,Iswi One Complex
169,219,S000004084,GIS3,31,355,1509,0.452211729622,9,331,0.219350563287,0.219350110157,0.286104770501,ORF,"Protein of unknown function
",4110,YLR094C,chrXII,327730,329238,103,56,43,1509,0.068257123923128,0.112,0.086,0.300970873786408,0.004390405141961,GIS3,GIg1-2 Suppressor
170,220,S000004083,NYV1,3,27,903,0.088934661313,0,390,0.511811023622,0.509962592246,0,ORF,"v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane
",4109,YLR093C,chrXII,326513,327415,85,56,41,903,0.094130675526024,0.112,0.082,0.035294117647059,0.001046290133094,NYV1,New Yeast V-SNARE
171,221,S000004082,SUL2,51,1234,2682,0.460305741984,4,423,0.157718120805,0.157718120803,0.356534241466,ORF,"High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates
",4108,YLR092W,chrXII,323544,326225,215,36,54,2682,0.080164056674124,0.072,0.108,0.237209302325581,0.00214095693946,SUL2,SULfate
172,222,S000004081,GEP5,10,68,882,0.259939531368,9,201,0.227891156463,0.227642634236,0.216079493657,ORF,"Protein of unknown function; required for mitochondrial genome maintenance; detected in highly purified mitochondria in high-throughput studies; null mutant has decreased levels of cardiolipin and phosphatidylethanolamine
",4107,YLR091W,chrXII,322297,323178,71,45,46,882,0.080498866213152,0.09,0.092,0.140845070422535,0.003661120160113,GEP5,GEnetic interactors of Prohibitins
173,223,S000004080,XDJ1,14,109,1380,0.217968914094,1,467,0.338405797101,0.338403257535,0.23076296744,ORF,"Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family, closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
",4106,YLR090W,chrXII,320701,322080,112,39,42,1380,0.081159420289855,0.078,0.084,0.125,0.001946151018696,XDJ1,
174,226,S000004089,ICT1,26,253,1185,0.623978594216,5,152,0.128270042194,0.128263276666,0.263236358369,ORF,"Lysophosphatidic acid acyltransferase; responsible for enhanced phospholipid synthesis during organic solvent stress; null displays increased sensitivity to Calcofluor white; highly expressed during organic solvent stress; ICT1 has a paralog, ECM18, that arose from the whole genome duplication; human ABHD5 can complement ict1 null mutant
",4115,YLR099C,chrXII,339744,340928,81,56,33,1185,0.068354430379747,0.112,0.066,0.320987654320988,0.007703439434765,ICT1,Increased Copper Tolerance
175,227,S000004088,CHA4,16,73,1947,0.201262448981,6,446,0.229070364664,0.229070358736,0.165380393582,ORF,"DNA binding transcriptional activator; mediates serine/threonine activation of the catabolic L-serine (L-threonine) deaminase (CHA1); Zinc-finger protein with Zn[2]-Cys[6] fungal-type binuclear cluster domain
",4114,YLR098C,chrXII,337527,339473,190,53,57,1947,0.09758602978942,0.106,0.114,0.08421052631579,0.001059276047268,CHA4,Catabolism of Hydroxy Amino acids
176,230,S000002270,TRM3,29,294,4311,0.251790767803,4,895,0.207608443517,0.207608443517,0.226526860593,ORF,"2'-O-ribose methyltransferase; catalyzes the ribose methylation of the guanosine nucleotide at position 18 of tRNAs
",902,YDL112W,chrIV,258915,263225,450,51,49,4311,0.104384133611691,0.102,0.098,0.064444444444445,0.000559535039562,TRM3,Transfer RNA Methyltransferase
177,231,S000004889,DSK2,12,127,1122,0.454046345811,0,203,0.180926916221,0.180908999231,0.175292891594,ORF,"Nuclear-enriched ubiquitin-like polyubiquitin-binding protein; required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle; involved in proteolysis; interacts with the proteasome; protein abundance increases in response to DNA replication stress
",4970,YMR276W,chrXIII,818827,819948,70,32,43,1122,0.062388591800357,0.064,0.086,0.171428571428571,0.006486376368729,DSK2,
178,232,S000004888,BUL1,19,92,2931,0.249463652713,2,1005,0.342886386899,0.342886386898,0.211456272615,ORF,"Ubiquitin-binding component of the Rsp5p E3-ubiquitin ligase complex; disruption causes temperature-sensitive growth, overexpression causes missorting of amino acid permeases; BUL1 has a paralog, BUL2, that arose from the whole genome duplication
",4969,YMR275C,chrXIII,815651,818581,261,55,31,2931,0.089048106448311,0.11,0.062,0.0727969348659,0.000955799435682,BUL1,Binds Ubiquitin Ligase
179,233,S000004887,RCE1,6,22,948,0.252622061483,1,228,0.240506329114,0.240370698165,0.16465361132,ORF,"Type II CAAX prenyl protease; involved in the proteolysis and maturation of Ras and the a-factor mating pheromone
",4968,YMR274C,chrXIII,814364,815311,101,46,60,948,0.106540084388186,0.092,0.12,0.059405940594059,0.002501208529535,RCE1,Ras and a-factor Converting Enzyme
180,234,S000004886,ZDS1,13,128,2748,0.194484877891,1,593,0.215793304221,0.215793304219,0.155851360321,ORF,"Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog, ZDS2, that arose from the whole genome duplication
",4967,YMR273C,chrXIII,811233,813980,225,42,46,2748,0.081877729257642,0.084,0.092,0.057777777777778,0.000864377235071,ZDS1,Zillion Different Screens
181,235,S000004885,SCS7,14,289,1155,0.478681552366,2,254,0.219913419913,0.219897762915,0.23468263346,ORF,"Sphingolipid alpha-hydroxylase; functions in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids, has both cytochrome b5-like and hydroxylase/desaturase domains, not essential for growth
",4964,YMR272C,chrXIII,809623,810777,96,55,34,1155,0.083116883116883,0.11,0.068,0.145833333333333,0.004986266170479,SCS7,Suppressor of Ca2+ Sensitivity
182,236,S000004884,URA10,11,412,684,0.593852517473,5,173,0.252923976608,0.250939782187,0.237968513423,ORF,"Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines, converting orotate into orotidine-5'-phosphate; URA10 has a paralog, URA5, that arose from the whole genome duplication
",4963,YMR271C,chrXIII,806865,807548,50,50,47,684,0.073099415204678,0.1,0.094,0.22,0.01187705034946,URA10,URAcil requiring
183,237,S000004883,RRN9,0,0,1098,0,0,1098,1,0.999874113002,0,ORF,"Protein involved in promoting high level transcription of rDNA; subunit of UAF (upstream activation factor) for RNA polymerase I
",4962,YMR270C,chrXIII,805326,806423,96,60,47,1098,0.087431693989071,0.12,0.094,0,0,RRN9,Regulation of RNA polymerase I
184,238,S000004882,TMA23,0,0,636,0,0,636,1,0.987382839321,0,ORF,"Nucleolar protein implicated in ribosome biogenesis; deletion extends chronological lifespan
",4961,YMR269W,chrXIII,804456,805091,57,58,59,636,0.089622641509434,0.116,0.118,0,0,TMA23,Translation Machinery Associated
185,239,S000004881,PRP24,2,12,1335,0.0513412288693,0,1284,0.961797752809,0.961786433074,0,ORF,"Splicing factor that reanneals snRNPs during spliceosome recycling; reanneals U4 and U6 snRNPs
",4960,YMR268C,chrXIII,802888,804222,127,52,55,1335,0.095131086142322,0.104,0.11,0.015748031496063,0.00040426164464,PRP24,Pre-mRNA Processing
186,240,S000004880,PPA2,4,8,933,0.143801357628,1,241,0.258306538049,0.258137310047,0,ORF,"Mitochondrial inorganic pyrophosphatase; required for mitochondrial function and possibly involved in energy generation from inorganic pyrophosphate
",4959,YMR267W,chrXIII,801772,802704,99,51,52,933,0.106109324758842,0.102,0.104,0.04040404040404,0.001452538965939,PPA2,PyroPhosphatAse
187,241,S000006258,SMK1,16,435,1167,0.389249824725,2,330,0.282776349614,0.282758493456,0.255252975999,ORF,"Middle sporulation-specific mitogen-activated protein kinase (MAPK); required for production of the outer spore wall layers; negatively regulates activity of the glucan synthase subunit Gsc2p
",6411,YPR054W,chrXVI,666280,667446,99,37,46,1167,0.084832904884319,0.074,0.092,0.161616161616162,0.003931816411364,SMK1,
188,242,S000006259,SEC8,10,71,3198,0.0832926400918,0,2028,0.634146341463,0.634146341463,0.144539947997,ORF,"Essential 121 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in ER and Golgi inheritance in small buds; relocalizes away from bud neck upon DNA replication stress
",6412,YPR055W,chrXVI,667676,670873,346,44,52,3198,0.108192620387742,0.088,0.104,0.028901734104046,0.000240730173676,SEC8,SECretory
189,243,S000004409,VPS36,0,0,1701,0,0,1701,1,0.999999697142,0,ORF,"Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntingtin (Htt) aggregates in yeast
",4468,YLR417W,chrXII,955010,956710,161,44,46,1701,0.094650205761317,0.088,0.092,0,0,VPS36,Vacuolar Protein Sorting
190,245,S000004403,CTR3,14,119,726,0.547625717888,0,156,0.214876033058,0.213765456374,0.342814054076,ORF,"High-affinity copper transporter of the plasma membrane; acts as a trimer; gene is disrupted by a Ty2 transposon insertion in many laboratory strains of S. cerevisiae
",4461,YLR411W,chrXII,947253,947978,59,55,60,726,0.081267217630854,0.11,0.12,0.23728813559322,0.00928179182861,CTR3,Copper TRansport
191,246,S000004402,VIP1,17,121,3441,0.112792744758,4,595,0.172914850334,0.172914850334,0.122373540939,ORF,"Inositol hexakisphosphate and inositol heptakisphosphate kinase; inositol heptakisphosphate (IP7) production is important for phosphate signaling; involved in cortical actin cytoskeleton function, and invasive pseudohyphal growth analogous to S. pombe asp1; inositol hexakisphosphate is also known as IP6
",4460,YLR410W,chrXII,937541,940981,330,62,61,3441,0.09590235396687,0.124,0.122,0.051515151515152,0.000341796196236,VIP1,
192,247,S000004401,UTP21,2,7,2820,0.0175807722616,0,2802,0.993617021277,0.993617021272,0,ORF,"Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma; Small Subunit processome is also known as SSU processome
",4459,YLR409C,chrXII,934414,937233,270,59,57,2820,0.095744680851064,0.118,0.114,0.007407407407407,6.51139713392593E-05,UTP21,U Three Protein
193,248,S000004400,BLS1,8,88,369,0.527431496537,12,198,0.536585365854,0.45299832969,0.340845355667,ORF,"Subunit of the BLOC-1 complex involved in endosomal maturation; green fluorescent protein (GFP)-fusion protein localizes to the endosome; YLR408C is not an essential gene
",4458,YLR408C,chrXII,933885,934253,46,46,52,369,0.124661246612466,0.092,0.104,0.173913043478261,0.011465902098631,BLS1,BLoS1-homolog
194,249,S000004407,,24,737,339,1.88495575221,0,36,0.106194690265,0.0850186452904,0,ORF,"Putative protein of unknown function; YLR415C is not an essential gene
",4466,YLR415C,chrXII,954259,954597,23,34,44,339,0.067846607669617,0.068,0.088,1.04347826086957,0.081954597922174,,
195,250,S000004406,PUN1,23,303,792,0.773200757576,1,93,0.117424242424,0.117109779224,0.322986522947,ORF,"Plasma membrane protein with a role in cell wall integrity; co-localizes with Sur7p in punctate membrane patches; null mutant displays decreased thermotolerance; transcription induced upon cell wall damage and metal ion stress
",4465,YLR414C,chrXII,953353,954144,54,52,34,792,0.068181818181818,0.104,0.068,0.425925925925926,0.014318532547704,PUN1,Plasma membrane protein Upregulated during Nitrogen stress
196,251,S000004405,INA1,28,340,2028,0.389740483623,4,281,0.138560157791,0.138560156196,0.160959053199,ORF,"Protein of unknown function; not an essential gene; YLR413W has a paralog, FAT3, that arose from the whole genome duplication
",4464,YLR413W,chrXII,951156,953183,177,45,48,2028,0.087278106508876,0.09,0.096,0.15819209039548,0.002201923636288,INA1,INdicator of Abscission
197,252,S000004404,BER1,13,123,825,0.442123716504,9,154,0.186666666667,0.18630700953,0.26991531818,ORF,"Protein involved in microtubule-related processes; GFP-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YLR412W is not an essential gene; similar to Arabidopsis SRR1 gene
",4462,YLR412W,chrXII,948368,949192,78,56,45,825,0.094545454545455,0.112,0.09,0.166666666666667,0.005668252775692,BER1,Benomyl REsistant 1
198,253,S000002128,SBH1,3,63,249,0.299314906686,6,110,0.441767068273,0.273942600633,0,ORF,"Beta subunit of Sec61p ER translocation complex (Sec61p-Sss1p-Sbh1p); involved in protein translocation into the endoplasmic reticulum; interacts with the exocyst complex and also with Rtn1p; cotranslationally N-acetylated by NatA; SBH1 has a paralog, SBH2, that arose from the whole genome duplication
",1794,YER087C-B,chrV,332582,332830,18,48,43,249,0.072289156626506,0.096,0.086,0.166666666666667,0.016628605927,SBH1,Sec61 beta homolog 1
199,254,S000002129,ERP1,19,314,660,1.08036796537,9,112,0.169696969697,0.168008179077,0,ORF,"Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication
",85,YAR002C-A,chrI,154065,154724,57,57,50,660,0.086363636363636,0.114,0.1,0.333333333333333,0.01895382395386,ERP1,Emp24p/Erv25p Related Protein
200,255,S000002127,SBH2,7,52,267,0.759321370675,9,153,0.573033707865,0.379063608083,0,ORF,"Ssh1p-Sss1p-Sbh2p complex component; involved in protein translocation into the endoplasmic reticulum; SBH2 has a paralog, SBH1, that arose from the whole genome duplication
",1707,YER019C-A,chrV,194273,194539,16,32,35,267,0.059925093632959,0.064,0.07,0.4375,0.047457585667188,SBH2,Sec61 beta homolog 2
201,256,S000003152,STR3,23,463,1398,0.373791130186,3,226,0.161659513591,0.161658500261,0.199326610117,ORF,"Peroxisomal cystathionine beta-lyase; converts cystathionine into homocysteine; may be redox regulated by Gto1p; involved in the release of the aromatic thiol 3-mercaptohexanol during wine fermentation
",2138,YGL184C,chrVII,154615,156012,128,48,56,1398,0.091559370529328,0.096,0.112,0.1796875,0.002920243204578,STR3,Sulfur TRansfer
202,257,S000001611,PMU1,22,495,888,0.589590822349,2,139,0.156531531532,0.156370759866,0.335048963149,ORF,"Putative phosphomutase; contains a region homologous to the active site of phosphomutases; overexpression suppresses the histidine auxotrophy of an ade3 ade16 ade17 triple mutant and the temperature sensitivity of a tps2 mutant
",3698,YKL128C,chrXI,200884,201771,71,52,54,888,0.079954954954955,0.104,0.108,0.309859154929577,0.008304096089423,PMU1,PhosphoMUtase
203,258,S000001610,PGM1,38,647,1713,0.636756241016,5,197,0.115002918856,0.115002887965,0.241726405479,ORF,"Phosphoglucomutase, minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; PGM1 has a paralog, PGM2, that arose from the whole genome duplication
",3699,YKL127W,chrXI,203541,205253,153,45,55,1713,0.089316987740806,0.09,0.11,0.248366013071895,0.004161805496837,PGM1,PhosphoGlucoMutase
204,259,S000001613,SHE2,8,76,741,0.307272095485,1,354,0.477732793522,0.475606054365,0.192752022763,ORF,"RNA-binding protein that binds specific mRNAs and interacts with She3p; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; binds to ER-derived membranes and targets mRNAs to cortical ER
",3696,YKL130C,chrXI,195288,196028,72,44,56,741,0.097165991902834,0.088,0.112,0.111111111111111,0.004267667992847,SHE2,Swi5p-dependent HO Expression
205,260,S000001612,MYO3,44,503,3819,0.3207851929,1,526,0.137732390678,0.137732390678,0.237145725087,ORF,"One of two type I myosins; localizes to actin cortical patches; deletion of MYO3 has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO3 has a paralog, MYO5, that arose from the whole genome duplication
",3697,YKL129C,chrXI,196349,200167,359,52,47,3819,0.094003665881121,0.104,0.094,0.122562674094708,0.000893552069359,MYO3,MYOsin
206,261,S000001615,RMA1,12,152,1293,0.281982810197,0,429,0.331786542923,0.331780599834,0.281584152607,ORF,"Putative dihydrofolate synthetase; similar to E. coli folylpolyglutamate synthetase/dihydrofolate synthetase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; RMA1 has a paralog, FOL3, that arose from the whole genome duplication
",3694,YKL132C,chrXI,193574,194866,110,58,50,1293,0.08507347254447,0.116,0.1,0.109090909090909,0.0025634800927,RMA1,Reduced Mating A
207,263,S000001617,OCT1,9,32,2319,0.137036969553,0,378,0.163001293661,0.163001293559,0.117502987995,ORF,"Mitochondrial intermediate peptidase; cleaves destabilizing N-terminal residues of a subset of proteins upon import, after their cleavage by mitochondrial processing peptidase (Mas1p-Mas2p); may contribute to mitochondrial iron homeostasis
",3692,YKL134C,chrXI,189124,191442,239,53,57,2319,0.103061664510565,0.106,0.114,0.03765690376569,0.000573376441644,OCT1,OCTapeptidyl aminopeptidase
208,264,S000001616,,11,90,1392,0.316998775203,2,360,0.258620689655,0.258618968301,0.152075158049,ORF,"Putative protein of unknown function; not required for growth of cells lacking the mitochondrial genome; SWAT-GFP and mCherry fusion proteins localize to the mitochondria; YKL133C has a paralog, MGR3, that arose from the whole genome duplication
",3693,YKL133C,chrXI,191679,193070,146,61,58,1392,0.104885057471264,0.122,0.116,0.075342465753425,0.002171224487692,RCI50,Respiratory Chain Interacting protein of ~50 kDa
209,266,S000001618,APL2,12,86,2181,0.167745003142,1,513,0.235213204952,0.235213204366,0.170948447143,ORF,"Beta-adaptin subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in clathrin-dependent Golgi protein sorting; protein abundance increases in response to DNA replication stress
",3691,YKL135C,chrXI,186460,188640,205,56,54,2181,0.093993580926181,0.112,0.108,0.058536585365854,0.00081826830801,APL2,clathrin Adaptor Protein complex Large chain
210,267,S000001349,AIM19,5,27,474,0.430796478616,2,192,0.405063291139,0.380494621442,0.197195455016,ORF,"Protein of unknown function; mitochondrial protein that physically interacts with Tim23p; null mutant displays reduced respiratory growth
",3053,YIL087C,chrIX,199646,200119,33,37,59,474,0.069620253164557,0.074,0.118,0.151515151515152,0.013054438745939,AIM19,Altered Inheritance rate of Mitochondria
211,269,S000003121,PEX14,7,114,1026,0.272107035265,0,319,0.310916179337,0.310835778868,0.191059854156,ORF,"Central component of the peroxisomal importomer complex; peroxisomal protein import machinery docking complex component; interacts with both PTS1 (Pex5p) and PTS2 (Pex7p) peroxisomal matrix protein signal recognition factors and membrane receptor Pex13p
",2169,YGL153W,chrVII,216273,217298,89,51,49,1026,0.086744639376218,0.102,0.098,0.078651685393259,0.003057382418708,PEX14,PEroXisome related
212,281,S000001299,PRM2,14,115,1971,0.220031363867,0,485,0.246067985794,0.246067980786,0.218229003516,ORF,"Pheromone-regulated protein; predicted to have 4 transmembrane segments and a coiled coil domain; regulated by Ste12p; required for efficient nuclear fusion
",3106,YIL037C,chrIX,283029,284999,206,65,54,1971,0.104515474378488,0.13,0.108,0.067961165048544,0.00106811341683,PRM2,Pheromone-Regulated Membrane protein
213,282,S000001298,CST6,11,78,1764,0.215107965108,1,1127,0.638888888889,0.638888785836,0.221817298348,ORF,"Basic leucine zipper (bZIP) transcription factor from ATF/CREB family involved in stress-responsive regulatory network; mediates transcriptional activation of NCE103 in response to low CO2 levels; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability; relocalizes to the cytosol in response to hypoxia; CST6 has a paralog, ACA1, that arose from the whole genome duplication
",3107,YIL036W,chrIX,285666,287429,154,56,53,1764,0.087301587301587,0.112,0.106,0.071428571428572,0.001396804968234,CST6,Chromosome STability
214,283,S000004669,KAR5,32,595,1515,0.481779507431,4,295,0.194719471947,0.194719093124,0.33373837334,ORF,"Protein required for nuclear membrane fusion during karyogamy; localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen, may form a complex with Jem1p and Kar2p; similar to zebrafish Brambleberry protein; expression of the gene is regulated by pheromone
",4737,YMR065W,chrXIII,399702,401216,152,56,53,1515,0.1003300330033,0.112,0.106,0.210526315789474,0.003169602022572,KAR5,KARyogamy
